Word	 SFI
fetish	31.6
fetishes	27.4
fetlock	35
fetlock-deep	22.1
fetlocks	31.2
fetridge	28.1
fetridge's	26.9
fetter	22.1
fettered	31.3
fettering	26.9
fetterlock	22.1
fetters	35.5
fettle	22.1
fettled	22.1
fettuccine	22.1
fettucine	25.1
fetus	45.4
fetus'	27.1
fetus's	25.6
fetuses	34.4
fetyukov	26.9
fetyukov's	22.1
feucht	22.1
feud	41.5
feudal	48.1
feudal-manorial	20.8
feudalism	43.3
feudalist	22.1
feuding	31.6
feuds	36.8
feuillants	22.1
feuilletons	22.1
fever	53.3
fever's	29.3
fever-bright	22.1
fever-fit	22.1
fever-ridden	27.4
fevered	33.1
feverish	42.4
feverishly	40.2
feverishness	20.8
fevers	39.4
feversihly	20.8
fevvers	22.1
few	67.7
fewer	55.8
fewest	39.5
fewmets	22.1
fexedly	22.1
fey	26.9
feyd-rautha	26.9
feyvel	32.3
fez	37
fezes	22.1
fezzan	20.8
ff	25.9
ffi	11.5
fflam	37.2
fflewddur	42.5
fflewddur's	31.1
fflewdurr	25.1
fforr	22.1
ffoulkes	30.6
ffubalo	25.1
fg	18.1
fhew	22.1
fi	31.6
fiacre	25.1
fiafa	22.1
fiance	34
fiance's	22.1
fiancee	33.7
fiancee's	22.1
fianna	20.8
fiasco	32.3
fiat	37.6
fib	31.7
fibbed	25.1
fibber	25.1
fibbing	27.7
fiber	50.6
fiber's	11.5
fiber-and-cloth	11.5
fiber-tipped	25.1
fiberboard	14.5
fiberboards	18.1
fibered	11.5
fiberglas	26.9
fiberglass	41.2
fiberglass-aluminum	25.1
fiberlike	18.1
fibers	54.1
fibonacci	22.1
fibre	39.5
fibres	37.8
fibrillation	20.8
fibrils	21.1
fibrin	30.5
fibrinogen	21.1
fibrinolysis	16.2
fibrinolytic	16.2
fibroblast	18.1
fibroin	18.1
fibroserous	18.1
fibrosis	34
fibrous	41.8
fibrovascular	18.1
fibs	22.1
fibula	6.5
fibulae	23
ficha	28.1
fiche	13.5
fichte	16.2
fickelgruber's	22.1
fickits	22.1
fickle	32.4
fickleness	22.1
ficklin	22.1
ficti	20.8
fictio	22.1
fiction	52
fiction's	18.1
fictional	43.4
fictions	33.4
fictitious	37.8
fictive	20.8
fid	22.1
fid's	22.1
fiddle	43.7
fiddle's	22.1
fiddle-box	27.7
fiddle-de-dee	22.1
fiddle-dee-dee	22.1
fiddle-footed	20.8
fiddle-heads	22.1
fiddle-stick-end	22.1
fiddle-sticks	22.1
fiddled	35.6
fiddlehead	22.1
fiddleheads	18.1
fiddler	39.8
fiddler's	31.6
fiddlers	31.9
fiddles	36.3
fiddlestick	34.9
fiddlesticks	28.1
fiddletown	22.1
fiddling	36.7
fide	34.6
fidel	35.4
fidelia	38.3
fidelia's	26.9
fidelismo	20.8
fidelity	41.6
fideting	22.1
fidges	22.1
fidget	30.3
fidget's	22.1
fidgeted	34.7
fidgeting	35.1
fidgets	30.4
fidgetted	22.1
fidgety	33.8
fido	36.9
fiducial	11.5
fiduciary	25.5
fie	31.6
fiedler	32.3
fief	36.6
fiefdoms	23.8
fiefs	34.8
fiel's	26.9
field	62.5
field's	35.4
field-day	22.1
field-effect	14.5
field-enclosure	22.1
field-goal	29.3
field-green	22.1
field-hand	20.8
field-hands	27.4
field-hockey	20.8
field-house	22.1
field-mesh	14.5
field-mice	22.1
field-minder	28.1
field-mouse	25.1
field-neutralizing	11.5
field-side	25.1
field-testing	22.1
field-winding	11.5
field-work	22.1
fieldcraft	18.1
fielded	36.2
fielder	37.9
fielder's	29.3
fielders	27.4
fielding	37.9
fieldman	22.1
fieldmice	22.1
fieldmouse	26.9
fieldmouse's	22.1
fieldpiece	25.1
fieldpieces	22.1
fields	60.2
fields'	22.1
fieldses	22.1
fieldstone	22.1
fieldtown	22.1
fieldwork	27.4
fieldworker	20.8
fiend	40.4
fiend's	22.1
fiendish	32.9
fiendishly	31.6
fiends	32.7
fierce	52.5
fierce-edged	22.1
fierce-faced	22.1
fierce-looking	36.7
fiercely	47.3
fierceness	37.1
fiercer	34.5
fiercest	38.4
fiercly	22.1
fiery	46.6
fiesole	22.1
fiesta	41.6
fiestas	32.3
fiesty	22.1
fife	40.8
fife-and-drum	27.4
fifed	22.1
fifer	22.1
fifers	22.1
fifes	32.4
fifi	22.1
fifi's	22.1
fifteeen	22.1
fifteen	56.8
fifteen-billion-year	22.1
fifteen-block	22.1
fifteen-cent	22.1
fifteen-cubic-foot	22.1
fifteen-dollar-a-week	22.1
fifteen-foot	32.5
fifteen-foot-high	22.1
fifteen-hour	11.5
fifteen-hundred	22.1
fifteen-inch	22.1
fifteen-layer	22.1
fifteen-man	22.1
fifteen-member	20.8
fifteen-minute	35.4
fifteen-page	22.1
fifteen-remes	22.1
fifteen-second	22.1
fifteen-story	22.1
fifteen-to-nineteen-year-*	20.8
fifteen-watt	20.8
fifteen-yard	22.1
fifteen-year	30.5
fifteen-year-old	38.1
fifteen-year-olds	22.1
fifteenth	47.7
fifteenth-century	31.9
fifth	54.5
fifth-and	20.8
fifth-century	22.1
fifth-floor	27.7
fifth-generation	23.8
fifth-grade	36.2
fifth-grader	29.3
fifth-graders	35.7
fifth-largest	26.8
fifth-wheel	16.2
fifthly	22.1
fifths	39.6
fifties	42.9
fiftieth	37
fifty	57.5
fifty-acre	22.1
fifty-cent	31.8
fifty-day	27.7
fifty-dollar	32.4
fifty-eight	35.5
fifty-fifty	34.6
fifty-first	31.3
fifty-five	43
fifty-five-hour	20.8
fifty-five-year-old	22.1
fifty-foot	29.3
fifty-foot-long	22.1
fifty-four	37.6
fifty-four-day-old	22.1
fifty-four-foot-high	22.1
fifty-fourth	27.8
fifty-mile	25.1
fifty-minute	20.8
fifty-nine	35.6
fifty-nine-year-old	20.8
fifty-ninth	27.7
fifty-odd	29.3
fifty-one	34
fifty-one-year-old	20.8
fifty-pence	22.1
fifty-pound	25.1
fifty-pounder	25.1
fifty-seven	32.9
fifty-seven-room	22.1
fifty-six	40.1
fifty-sixth	22.1
fifty-third	22.1
fifty-thousand-man	22.1
fifty-three	36.1
fifty-two	40.8
fifty-two-year	25.1
fifty-two-year-old	22.1
fifty-yard	33.1
fifty-year	25.3
fifty-year-old	20.8
fiftyish	26.9
fig	42.9
figaro	26.9
figeac	25.1
figg	25.1
figg's	22.1
figger	33.6
figgered	33.7
figgerin'	27.7
figgering	22.1
figgers	25.1
figgins	30.6
figgins'	22.1
figgs	29.1
figgy	34.9
figgy's	25.1
figher	20.8
figher-plane	22.1
fight	59.7
fight's	22.1
fight-or-flight	13.2
fight-thirsty	20.8
fightening	22.1
fighter	47.2
fighter's	27.7
fighter-interceptor	22.1
fighter-quarreleritis	22.1
fighters	47.9
fighters-quarrelers	22.1
fightin'	32.3
fighting	57.4
fighting-crazy	22.1
fighting-machine	22.1
fighting-machines	22.1
fighting-top	22.1
fightings	22.1
fights	50
figment	22.1
figs	40.1
figseed	22.1
figtree	22.1
figueroa	29.3
figural	3.5
figurative	45
figuratively	32.2
figure	63
figure's	30.3
figure-eight	22.1
figure-eights	22.1
figure-ground	22.1
figure-head	25.1
figure-heads	25.1
figure-painting	22.1
figure-revealing	9.3
figure-skating	22.1
figured	53
figurehead	37.2
figureheads	32.5
figureless	20.8
figurer	22.1
figures	56.7
figurin'	25.1
figurine	30.3
figurines	35.9
figuring	46.8
figurings	22.1
fihrist	22.1
fiji	34
filament	42
filamentous	32.4
filaments	41.2
filanon	22.1
filbert	25.1
filberts	27.7
filby	32.9
filch	22.1
filched	29.9
file	54.2
file-storage	13.5
filed	49.9
filename	13.5
filene	33.3
filenet	13.5
filer	31.6
filers	29.1
files	48.6
filet	29.3
filey	22.1
fili	25.1
filial	36.9
filibuster	30.3
filibustered	20.8
filibusterers	23.8
filibusters	23.8
filigrane	22.1
filigree	26.9
filing	49.6
filings	41.1
filipino	35.2
filipino-americans	20.8
filipinos	36.5
filipov	29.1
filipov's	22.1
filippino	28.1
filippinos	22.1
filippo	29.1
filippo's	22.1
filitov	28.1
filitov's	22.1
fill	58
fill-in	27.9
fill-in-the-blank	25.1
fill-up	25.1
fillchar	13.5
fille	25.1
filled	61.4
filled-in	33.4
filler	40.5
fillers	35.5
fillet	18.5
filleted	9.3
fillets	32.8
fillies	25.1
filling	52.9
filling-in-blanks	22.1
fillings	39.5
fillipovich	28.1
fillmore	31.4
fillmore's	25.1
fills	48.9
filly	36.9
film	54.1
film's	11.3
film-camera	11.5
film-fan	22.1
film-making	22.1
film-wrapped	22.1
filmed	40.2
filmiest	20.8
filming	40.5
filmmaker	25.7
filmmakers	31
filmmakers'	3.5
filmmaking	29.9
filmore	20.8
films	48.1
filmstrip	25.5
filmstrips	37.5
filmsy	20.8
filmways	22.1
filmy	34.5
filomena	34.2
filonia	25.1
filonia's	22.1
fils	22.1
filson's	20.8
filter	47.8
filter-passing	18.1
filterable	18.1
filtered	46.1
filtering	40.8
filters	44.7
filth	41.9
filthier	25.1
filthiest	22.1
filthing	22.1
filthsome	22.1
filthy	44.7
filtrable	16.2
filtrate	29.7
filtration	35
filungar	22.1
fimbriae	22.1
fimming	22.1
fin	47.9
fin'	22.1
fin'lly	22.1
fin'ly	25.1
fin's	41
finagle	22.1
finaglers	22.1
final	58.1
final-drive	18.5
finale	31.2
finalisation	20.8
finalist	22.1
finalists	26.9
finality	37.6
finalize	22.1
finalized	16.5
finalizing	22.1
finally	63.1
finals	38.6
finaly	22.1
finance	49.6
financed	42.7
finances	43.1
financial	55.2
financially	43.4
financier	25.5
financiers	35.2
financing	44.4
finback	22.1
finca	28.1
finch	39.8
finch's	22.1
finch-hatton	29.3
finches	35.1
finchley	29.3
find	68.6
find-and-seek	22.1
findability	13.5
finde	20.8
findeisen	18.1
finder	39.2
finder's	22.1
finders	36.3
findin'	22.1
finding	58
findings	51
finditall	26.9
findlay	23.8
findley	16.5
finds	54
fine	61.9
fine-adjustment	18.1
fine-arts	18.1
fine-chopped	22.1
fine-cut	11.5
fine-gauge	9.3
fine-grained	36.9
fine-hooked	18.1
fine-horse-running	22.1
fine-lined	22.1
fine-looking	30.7
fine-meshed	22.1
fine-particle	22.1
fine-quality	25.4
fine-silty	11.5
fine-sounding	22.1
fine-textured	29.9
fine-tooth	24.8
fine-tuned	27.4
fine-wire	14.5
fined	41.6
finely	45.8
finely-chiseled	22.1
finely-drawn	22.1
finely-dressed	22.1
finely-spun	22.1
fineness	35.7
finer	46.7
finery	37.3
fines	41.7
finesse	28.2
finest	51.3
finetoothed	22.1
finfish	12.4
fing	22.1
finger	57
finger's	29.3
finger-cold	22.1
finger-exercises	22.1
finger-grip	25.1
finger-like	30.5
finger-long	22.1
finger-marked	22.1
finger-nails	26.9
finger-shaped	26.8
finger-size	22.1
finger-spell	22.1
finger-talk	26.8
finger-tips	27.7
finger-wagging	22.1
finger-waving	11.5
finger-widths	9.3
fingerbone	22.1
fingered	39.8
fingerhold	26.9
fingering	36.2
fingerlike	34.4
fingernail	42.7
fingernail-clippings	20.8
fingernails	45.9
fingerpost	22.1
fingerprint	38.4
fingerprinted	26.2
fingerprinting	22.1
fingerprints	45.9
fingers	59
fingerspell	22.1
fingerspelled	22.1
fingerspelling	26.9
fingertip	36.9
fingertips	44.2
fingerwavers	11.5
fingerwaving	17.6
fingerwavng	11.5
fingest	25.1
fingetips	22.1
fingi	11.5
finian	22.1
finicky	30.1
fining	25.1
finisehd	20.8
finish	55.8
finish-cooked	9.3
finish-cut	11.5
finishd	22.1
finished	60.3
finisher	16.3
finisher's	11.5
finishers	24.8
finishes	44.6
finishing	48.8
finisterre	30.7
finite	39.6
finitely	26.8
finiteness	20.8
finitude	23.8
fink	37.7
fink's	22.1
finked	22.1
finkelhor	20.8
finkelstein	26.9
finking	25.1
finklefooter	22.1
finks	30.7
finland	43.3
finland's	23.8
finlay	32.3
finlay's	22.1
finlayson	32.1
finless	26.9
finley	40.3
finley's	20.8
finlike	18.1
finn	45.3
finn's	31.6
finnan	24.2
finnbogi	22.1
finned	30.2
finnegan	30.3
finnegan's	29.3
finnegans	22.1
finney	39.1
finney's	22.1
finning	22.1
finnish	38.3
finno-ugrian	20.8
finns	36.7
finny	35
finny's	22.1
finola	22.1
finola's	22.1
fins	47.2
finschafen	22.1
fio	13.5
fiona	43.9
fiona's	36
fiord	34.1
fiord-side	22.1
fiords	33.8
fiore	33.3
fiorello	29.7
fiorentina	22.1
fiorentini	22.1
fiores	29.1
fipple	3.5
fir	46.1
fir'd	22.1
fir-built	22.1
fir-cones	22.1
fir-tree	28.1
fir-trees	22.1
fir-wood	25.1
fir-woods	22.1
firbank	28.1
firbolgs	22.1
firdausi	25.1
fire	63.9
fire's	34.7
fire-alarm	25.1
fire-and-brimstone	22.1
fire-blackened	22.1
fire-board	22.1
fire-brazier	22.1
fire-break	22.1
fire-breathing	31.6
fire-burned	22.1
fire-burst	22.1
fire-carriages	22.1
fire-charred	23.8
fire-colored	27.7
fire-drill	27.4
fire-eater	20.8
fire-eaters	30.4
fire-eating	29.3
fire-engine	22.1
fire-engine-jeep	22.1
fire-escape	27.7
fire-escapes	23.8
fire-extinguisher	22.1
fire-fighter	22.1
fire-fightin'	22.1
fire-fighting	35.3
fire-fights	22.1
fire-flame	20.8
fire-flash	22.1
fire-formed	25.1
fire-god	31.1
fire-hardened	25.1
fire-head	25.1
fire-heights	22.1
fire-hot	26.8
fire-hungry	22.1
fire-hydrant	22.1
fire-irons	22.1
fire-light	22.1
fire-like	22.1
fire-lizard	22.1
fire-lizards	33.6
fire-making	22.1
fire-mats	25.1
fire-ointment	22.1
fire-pits	22.1
fire-place	25.1
fire-pot	27.3
fire-proof	25.4
fire-red	22.1
fire-resistant	27.3
fire-resisting	22.1
fire-retardant	26.9
fire-retarding	9.3
fire-safe	11.5
fire-safety	13.2
fire-scorched	22.1
fire-shine	22.1
fire-stations	22.1
fire-stick	29.1
fire-storm	22.1
fire-support	22.1
fire-tenders	25.3
fire-tipped	22.1
fire-tongs	22.1
fire-water	22.1
fire-wind	22.1
firearm	38
firearms	43.8
fireball	39
fireballs	20.8
firebeetles	25.1
firebird	37.6
firebird's	26.9
fireboard	22.1
fireboat	22.1
fireboats	27.7
firebombing	22.1
firebombs	20.8
firebox	31.6
firebrand	31.9
firebrands	25.1
firebrick	29.2
firebug	25.1
firecicles	22.1
fireclays	22.1
firecracker	33.3
firecrackers	40.7
fired	53.8
fired-up	22.1
firedrake	22.1
firedrill	22.1
firefighter	40.5
firefighter's	25.1
firefighters	42.8
firefighting	27.4
firefishes	22.1
fireflies	41.5
firefly	42.7
firefly's	26.8
firefox	32.1
fireguards	25.1
firehalfs	22.1
fireheart	22.1
firehouse	40
firehouses	22.1
firekeepers	22.1
firelands	22.1
fireless	22.1
firelight	41.3
firelock	25.1
fireman	41.7
fireman's	27.7
firemaster	25.1
firemen	43.4
firemen'll	22.1
firemen's	33.7
firend	20.8
firends	20.8
firenze	22.1
firepit	31.2
fireplace	52.3
fireplaces	41.9
fireplug	27.7
firepower	28.8
fireproof	35.7
fireproofing	27.8
firer	11.5
fireroom	26.9
fires	55
fireside	41.3
firesides	23.8
firestarter	20.8
firestick	26.9
firesticks	30.6
firestone	34
firestones	22.1
firestorm	25.5
firesuit	22.1
firetrap	26.9
firewagon	25.1
firewall	11.5
firewater	22.1
fireweed	31.7
firewood	46
firework	21.1
fireworks	46.6
firey	22.1
firghtened	22.1
firin'	22.1
firing	49.9
firings	30.4
firkin	27.7
firkins	22.1
firm	56.6
firm's	42.7
firm-looking	22.1
firma	32.4
firmament	35.9
firmer	39.9
firmin	22.1
firming	22.1
firmly	54.4
firmness	41.8
firms	53.2
firms'	28.2
firs	42.3
first	71.4
first'	22.1
first-aid	41.5
first-aider	25.9
first-aider's	13.2
first-and	20.8
first-anniversary	22.1
first-base	25.1
first-base-covering	22.1
first-born	34.1
first-cabin	22.1
first-century	25.1
first-class	43.1
first-class-on-the-left	22.1
first-cornet	22.1
first-cousin	18.1
first-cousins	18.1
first-date	13.2
first-day	33.1
first-degree	34
first-draft	22.1
first-ever	20.8
first-floor	33.6
first-generation	31.9
first-grade	37.9
first-grader	29.3
first-graders	32.4
first-gradish	22.1
first-growth	25.1
first-hand	39.2
first-hatched	22.1
first-in	20.5
first-learned	20.8
first-letter	23.8
first-level	24.2
first-line	25.7
first-magnitude	18.1
first-matured	18.1
first-mortgage	9.3
first-name	26.9
first-night	22.1
first-of-the-month	13.5
first-order	35.9
first-out	23.9
first-party	11.5
first-period	28.8
first-person	36.4
first-pitch	22.1
first-place	33.3
first-quarter	18.1
first-rank	20.8
first-rate	38.6
first-round	25.1
first-run	29.3
first-semester	13.5
first-stage	18.1
first-strike	23.8
first-string	26.9
first-term	20.8
first-time	31.3
first-time-final	13.5
first-timers	22.1
first-wave	25.1
first-year	31.9
first-years	22.1
firstborn	37.4
firstclass	22.1
firstcomers	23.8
firstest	22.1
firsthand	43.7
firstlight	22.1
firstly	32.4
firsts	34.3
firt	9.3
firth	36.6
firths	27.4
firthy	30.6
fiscal	47.7
fiscal-policy	20.8
fiscal-year	16.5
fiscally	20.8
fischer	33.8
fischer's	18.1
fischer-tropsch	18.1
fish	63.3
fish's	40
fish-and-chips	22.1
fish-and-game	18.1
fish-camps	22.1
fish-culture	21.1
fish-eaters	22.1
fish-eating	22.1
fish-eye	11.5
fish-eyed	22.1
fish-farming	20.8
fish-filled	20.8
fish-finding	20.8
fish-footman	25.1
fish-fry	22.1
fish-heads	22.1
fish-herdess	22.1
fish-hook	22.1
fish-hooks	22.1
fish-kettle	22.1
fish-packing	20.8
fish-pond	25.1
fish-sacks	22.1
fish-scales	22.1
fish-shaped	31.4
fish-street	22.1
fishbein	25.1
fishbeins	26.9
fishbeins'	22.1
fishbones	30.6
fishbowl	31.2
fishbowls	18.1
fished	47.7
fisher	47.2
fisher's	35.3
fisherfolk	25.1
fisheries	41.7
fisherman	48.2
fisherman's	38.8
fishermen	49.6
fishermen's	29.3
fishers	44.3
fishers'	9.3
fishertechnik	18.1
fishery	33.8
fishes	47
fishes'	30
fishhawk	22.1
fishhawks	22.1
fishhook	32.6
fishhooks	36.6
fishier	22.1
fishin'	30.7
fishing	56.9
fishing-boat	22.1
fishing-boats	22.1
fishing-crazy	9.3
fishing-grounds	22.1
fishing-hunting	22.1
fishing-line	27.7
fishing-rod	25.1
fishing-rods	22.1
fishing-stakes	22.1
fishing-trip	22.1
fishings	22.1
fishless	27.7
fishlets	22.1
fishlike	35
fishline	32.3
fishmeal	27.4
fishmongers	27.7
fishnet	28.8
fishnet-maker	22.1
fishnets	28.8
fishoids	22.1
fishpaste	22.1
fishpole	22.1
fishpond	22.1
fishponds	26.9
fishtail	20.8
fishweir	22.1
fishwives	22.1
fishy	38.4
fishy-smelling	22.1
fisi	28.1
fisk	35.8
fisk's	22.1
fiske	33.8
fiskes	25.1
fispin	20.8
fission	45
fission-track	26.8
fissionable	33.2
fissioning	22.1
fissions	25.1
fissipeds	22.9
fissure	37.1
fissures	36.8
fist	50.4
fist-fight	22.1
fist-sized	33
fisted	22.1
fistfight	22.1
fistfights	20.8
fistful	35.1
fistfuls	26.9
fists	47.4
fistula	28.8
fit	58.9
fit-your-figure-charlie's	22.1
fitch	37.8
fitch's	31.2
fitchburg	23.8
fiterable	18.1
fitful	38
fitfully	37.2
fitly	29.3
fitments	24.8
fitness	45.3
fito	26.9
fits	50.8
fitt	20.8
fitted	51.8
fitten	25.1
fitter	28.2
fitter's	14.5
fitters	11.5
fittest	35
fitting	48.9
fittingly	27.4
fittings	38.5
fitup	16.3
fitweiler	31.1
fity	20.8
fitz	27.7
fitzachmed	22.1
fitzer	29.1
fitzgerald	40.6
fitzgerald's	31.9
fitzgeralds	22.1
fitzgibbon	29.9
fitzgibbon's	22.1
fitzgibbons	22.1
fitzgibbons'	22.1
fitzhugh	36.4
fitzhugh's	25.1
fitzkidnap	22.1
fitzmaurice	20.8
fitzooth	22.1
fitzpatrick	23.8
fitzpatrix	22.1
fitzroy	31.7
fitzroy's	28.1
fitzsimmons	22.1
fitzstephen	25.1
fitzurse	22.1
fitzwicked	22.1
fitzwilliam	25.1
five	64
five-and-a-half	22.1
five-and-one-half	25.1
five-and-ten	30.3
five-and-ten-cent	25.7
five-and-tens	13.5
five-and-twentieth	22.1
five-and-twenty	31.6
five-banked	25.1
five-barred	25.1
five-bedroomed	22.1
five-carbon	18.1
five-cent	31.9
five-century-old	22.1
five-column	18.3
five-county	20.8
five-day	28.4
five-digit	13.5
five-dollar	39.5
five-drawer	23.1
five-f's	22.1
five-feet-five	22.1
five-fifteen	20.8
five-finger	25.1
five-fingered	22.1
five-foot	33
five-foot-high	22.1
five-foot-long	20.8
five-foot-seven	27.7
five-foot-six	22.1
five-foot-ten	22.1
five-foot-three-inch	22.1
five-footer	22.1
five-four	22.1
five-gallon	32.3
five-game	22.1
five-going-on-six	22.1
five-horse	22.1
five-hour	33.3
five-hundred	27.7
five-hundred-dollar	22.1
five-hundred-square-foot	22.1
five-hundred-step	22.1
five-hundredth	22.1
five-inch	26.9
five-inch-thick	22.1
five-ish	22.1
five-kingdom	22.9
five-layered	20.8
five-line	3.5
five-lined	25.1
five-man	20.8
five-masted	22.1
five-member	22.2
five-membered	21.1
five-mile	27.7
five-milligram	23.8
five-minute	34
five-month	22.1
five-nation	20.8
five-o'clock	22.1
five-or	13.5
five-page	20.8
five-paragraph	29.1
five-part	28.8
five-percent	18.1
five-piece	25.2
five-ply	11.5
five-point	20.8
five-pointed	32.4
five-pound	31.8
five-room	22.1
five-second	22.1
five-shilling	25.1
five-sided	9.3
five-six	22.1
five-sixths	20.8
five-speed	25.9
five-spice	22.1
five-stage	22.1
five-step	30.2
five-storied	22.1
five-story	30.4
five-string	22.1
five-tenths	18.1
five-thirty	36.4
five-thousand-franc	22.1
five-thousand-mile	20.8
five-three	22.1
five-time	20.8
five-to-one	22.1
five-to-ten-minute	22.1
five-to-three	20.8
five-toed	22.1
five-ton	26.9
five-tuber	22.1
five-week	27.4
five-week-old	22.1
five-yard	22.1
five-year	42.6
five-year-old	41.2
five-year-olds	27.2
five-year-to-life	20.8
five-years-to-life	20.8
fivefold	20.8
fiver	34.7
fiver's	27.7
fivers	22.1
fives	38.4
fiving	22.1
fix	54.4
fix's	25.1
fix-it	29.3
fix-it-faster	25.1
fix-it-yourself	13.2
fix-up	22.1
fixate	22.1
fixated	26.8
fixation	37.4
fixative	3.5
fixatives	22.1
fixd	25.1
fixed	57.5
fixed-caliper	11.5
fixed-displacement	11.5
fixed-dollar	18.3
fixed-effects	13.5
fixed-fin	22.1
fixed-focus	25.1
fixed-frequency	11.5
fixed-interest	13.5
fixed-interval	23.8
fixed-life	22.1
fixed-up	22.1
fixed-wing	22.1
fixedly	37.6
fixedness	22.1
fixer	26.1
fixes	41.9
fixin	25.1
fixin'	33.6
fixing	48.4
fixings	28.1
fixit	28.9
fixities	20.8
fixity	32.5
fixture	40.1
fixtures	42
fiz	22.1
fizeau	21.1
fizeau's	21.1
fizz	34.3
fizzed	22.1
fizzes	27.7
fizziness	22.1
fizzing	25.1
fizzle	25.1
fizzled	29.3
fizzles	22.1
fizzy	29.9
fjells	25.1
fjord	33.5
fjorded	22.1
fjords	31.4
fl'ret	32.1
fl'ret's	25.1
flab	29.3
flabbergasted	32.9
flabbiness	28.8
flabby	35.8
flaccid	28.8
flaccus	26.8
flach	25.1
flack	30.5
flag	54
flag's	20.8
flag-lieutenant	22.1
flag-roofed	22.1
flag-stones	22.1
flagbag	22.1
flagella	31.7
flagellae	18.1
flagellate	26.6
flagellated	28.8
flagellates	33.5
flagellates'	22.1
flagellating	22.1
flagellation	18.1
flagellum	27.2
flageolet	22.1
flagg	22.1
flagged	36.2
flagging	30.2
flaggy	22.1
flagitious	20.8
flagler	22.1
flagmakers	27.4
flagmen	22.1
flagon	25.1
flagperson	13.2
flagpersons	18
flagpole	40.3
flagpoles	36
flagrant	32.3
flagroot	27.7
flags	48.8
flagship	35
flagships	20.8
flagstaff	36.5
flagstone	32.9
flagstoned	22.1
flagstones	35.1
flaherty	22.1
flail	22.1
flailed	35.1
flailing	38
flails	27.7
flair	35.3
flak	27.4
flake	39.5
flake-painted	22.1
flakeboard	11.5
flaked	30.9
flakes	47.2
flakiest	18.1
flaking	33.3
flaky	37.6
flambe	12.4
flambeaux	25.1
flamborough	22.1
flamborough's	25.1
flamboroughs	22.1
flamboyant	36.3
flamboyantly	22.1
flame	53.2
flame's	24.8
flame-bearded	22.1
flame-colored	20.8
flame-like	22.1
flame-lit	22.1
flame-red	27.7
flame-spitting	22.1
flame-thrower	26.9
flame-throwing	18.1
flamed	40.3
flamelike	26.8
flameproof	22.1
flames	52.4
flamethrowers	22.1
flaming	45.6
flamingo	38.3
flamingo's	22.1
flamingoes	27.4
flamingos	30.4
flaminian	22.1
flammability	28.8
flammable	41
flan	29.3
flanagan	40.2
flanagans	25.1
flanahan	25.1
flancher	22.1
flanchers	22.1
flanconade	22.1
flanders	40.6
flange	34.1
flanged	24.7
flanges	25.8
flanigan	22.1
flank	43.7
flank-deep	22.1
flanked	41.6
flanking	34.9
flanks	42.5
flannel	44
flannel-cake	26.9
flannelette	27.7
flannels	31.2
flannery	28.1
flannery's	22.1
flannigan	22.1
flannigans	26.9
flap	46.1
flapjack	27.7
flapjacks	32.6
flaplike	18.1
flapped	44.4
flapper	33
flappers	33.8
flappin'	22.1
flapping	45
flappingly	22.1
flaps	42.4
flare	43.7
flare-drop	22.1
flare-out	22.1
flare-up	29.8
flareback	22.1
flared	44.8
flareless	11.5
flares	41.8
flaring	38.6
flary	22.1
flasch	30.6
flase	22.1
flash	53.4
flash's	22.1
flash-butt	11.5
flash-in-the-pan	22.1
flash-light	22.1
flash-point	22.1
flash-priority	22.1
flashback	34
flashbacks	25.7
flashbulb	35.8
flashbulbs	35.9
flashed	50.7
flashers	16.2
flashes	47.2
flashier	22.1
flashing	49
flashing-light	29.1
flashings	25
flashlight	49.8
flashlight's	18.1
flashlights	41.7
flashover	14.5
flashpan	25.1
flashy	41.4
flask	45.6
flask's	22.1
flasks	38.4
flat	60
flat-amount	16.5
flat-bed	22.1
flat-bedder	22.1
flat-belt	11.5
flat-bodied	18.1
flat-bottomed	34.6
flat-chested	26.9
flat-cupped	22.1
flat-earther	20.8
flat-earthers	23.8
flat-face	11.5
flat-faced	11.5
