Word	 SFI
self-remedy	20.8
self-replenishing	22.1
self-replicating	22.1
self-replication	26.8
self-report	28.6
self-reports	31.2
self-reproach	22.1
self-reproaches	22.1
self-reproduce	18.1
self-respect	41.8
self-respecting	33.9
self-respecting-looking	22.1
self-responsibility	13.5
self-restrained	27.4
self-restraint	33
self-revelation	20.8
self-righteous	33
self-righteousness	30.4
self-righting	18.1
self-risin'	22.1
self-rising	12.4
self-rule	36.4
self-sabotage	20.8
self-sacrifice	36.5
self-sacrificing	23.8
self-same	31.2
self-sameness	20.8
self-satisfaction	32.4
self-satisfied	35.3
self-satisfying	22.1
self-scoring	20.8
self-seeking	30.9
self-segregating	20.8
self-selection	30.6
self-serve	12.4
self-service	37.6
self-serving	33.5
self-sharpening	22.1
self-shooting	22.1
self-sought	20.8
self-starter	28.2
self-starters	13.5
self-starting	22.1
self-starvation	12.4
self-steering	22.1
self-stimulation	30.5
self-study	25.3
self-styled	35.9
self-sufficent	22.1
self-sufficiency	37.3
self-sufficient	44.1
self-sufficientcy	20.8
self-sufficing	28.8
self-support	20.8
self-supporting	36.9
self-surrender	22.1
self-sustained	18.1
self-sustaining	36
self-swindlers	22.1
self-talk	28.7
self-tapping	16.3
self-taught	36.7
self-teaching	13.5
self-test	20.8
self-tests	13.5
self-theorists	23.8
self-theory	26.8
self-thoughts	20.8
self-threading	11.5
self-torture	25.1
self-tortures	22.1
self-training	22.1
self-transcending	20.8
self-transformation	20.8
self-understanding	35.6
self-validation	20.8
self-values	22.1
self-willed	30.4
self-worth	35.1
selfconsciously	22.1
selfdestructive	20.8
selfe	25.5
selfhood	29.3
selfish	46.7
selfishness	42.4
selfless	33.8
selflessness	27.4
selfrespect	22.1
selfsame	25.1
seligman	20.8
selim	37.3
selim's	28.1
selina	39.8
selina's	28.1
seliverstov	20.8
seljuk	29.3
seljuks	25.1
selkie	26.9
selkirk	33.6
selkirk's	25.1
sell	59.2
sell-out	20.8
sella	29.1
selleck	20.8
sellect	18.1
seller	48.8
seller's	36.8
sellers	46.4
sellers'	20.5
sellers's	13.5
selling	55
selling-price-minus-our-m*	13.5
sellkirk	20.8
sellout	34.6
sellouts	3.5
sells	48.9
selma	32.3
selman	25.3
selsor	22.1
seltzer	28.1
selva	22.1
selvage	25.1
selvam	26.9
selvas	25.5
selvedge	22.1
selves	40.2
selway	22.1
selwyn	30.4
selye	35.2
selzer	22.1
sem	23.8
semai	23.8
semamingi	28.1
semamingi's	22.1
semantha	26.9
semantha's	22.1
semantic	40
semantician	22.1
semanticists	20.8
semantics	31.4
semaphore	32.9
semaphores	25.1
semblance	38.1
semele	32.9
semele's	26.9
semelovsky	31.7
semen	38.2
semester	42.4
semester's	29.3
semesters	9.3
semi	11.5
semi-annual	22.1
semi-aquatic	18.1
semi-arid	33.7
semi-astounded	22.1
semi-automatic	22.1
semi-barbaric	27.7
semi-circle	30.4
semi-circling	22.1
semi-circular	28.3
semi-civilized	22.1
semi-classical	22.1
semi-darkness	25.1
semi-demi-glace	9.3
semi-desert	26.8
semi-deserts	23.8
semi-detached	27.7
semi-dome	22.1
semi-dried	9.3
semi-drying	22.1
semi-evergreen	11.5
semi-fabrication	22.1
semi-finals	22.1
semi-finished	11.5
semi-fixed	9.3
semi-frontier	20.8
semi-guerilla	22.1
semi-hard	9.3
semi-independent	31.9
semi-invalid	27.7
semi-jock	22.1
semi-literate	23.8
semi-manufactured	20.8
semi-morons	22.1
semi-mountainous	22.1
semi-mystic	22.1
semi-permeable	28.5
semi-precious	30.4
semi-private	20.8
semi-professional	22.1
semi-public	23.8
semi-read	22.1
semi-reading	29.9
semi-round	14.5
semi-ruinous	22.1
semi-rural	26.9
semi-sitting	9.3
semi-skilled	28.8
semi-solid	13.2
semi-submersible	20.8
semi-submersibles	20.8
semi-technical	11.5
semi-trailers	26
semi-transparent	22.1
semi-weekly	22.1
semiactive	19.5
semiannual	25.2
semiannually	29
semiaquatic	18.1
semiarid	40.6
semiaridity	20.8
semiautomated	13.5
semiautomatic	25.4
semiautonomous	25.4
semibarbarian	22.1
semibarbaric	28.1
semiblock	30.6
semicentennial	25.1
semicircle	41.3
semicircles	24.8
semicircular	39.6
semiclassical	18.1
semicohesive	13.2
semicolon	41.3
semicolons	29.9
semiconcrete	23.8
semiconductor	39.4
semiconductor's	18.1
semiconductors	36.9
semiconscious	29.3
semiconsciousness	13.2
semiconsciousnesss	13.2
semiconservative	18.1
semicontrolled	11.5
semicrystalline	18.1
semidark	22.1
semidarkness	30.3
semidelirious	22.1
semidesert	33.6
semieducated	20.8
semielliptic	18.1
semierect	22.1
semifamous	22.1
semified	25.1
semifinals	29.9
semifixed	22.1
semifluid	28.5
semihard	24.9
semihushed	13.5
semiliquid	13.2
semiliterate	27.4
semillon	22.1
semilunar	31.7
semimanufactured	13.5
semimembranosus	18.1
semimicroanalysis	18.1
semimonthly	28.6
semina	28.1
seminaire	20.8
seminal	33.2
seminar	35.9
seminaries	23.8
seminars	38.7
seminary	39.4
seminoel	22.1
seminole	38.7
seminole's	20.8
seminoles	37.9
seminomadic	22.1
semipartition	22.1
semipermanent	33.6
semipermanently	27.4
semipermeable	25.9
semipolar	18.1
semipopular	18.1
semiprecious	28.7
semiprivate	28.5
semiprofessional	13.2
semiramis	22.1
semirecluse	22.1
semirefined	20.8
semirobots	22.1
semirural	22.1
semis	29.3
semisabbatical	22.1
semisecret	23.8
semiself-service	13.5
semiskilled	35.3
semisolid	26.8
semisphere	22.1
semisquatter	20.8
semisweet	22.1
semisynthetic	13.2
semite	30.3
semitendinosus	18.1
semites	32
semitic	37
semitic-speaking	20.8
semitics	20.8
semitrailer	25.3
semitrailers	21
semitransparent	28.6
semitropical	30
semivariable	13.5
semiweekly	22.1
semiwild	22.1
semmelweis	27.2
semmelweis's	18.1
semmelweiss	13.2
semo	25.1
semolina	22.1
sempervirens	21.1
sempre	6.5
semyonov	30.3
semyonovna	28.1
sen	22.1
senaka	22.1
senate	52.7
senate's	30.3
senate-house	23.8
senator	51.5
senator's	35
senator-elect	22.1
senatorial	37
senators	46.6
senators'	25.5
senators-elect	20.8
senay's	22.1
senb	22.1
sence	29.3
send	59.5
send-off	30.3
sendai	18.1
sendak	30.7
sender	42.5
sender's	28.6
senders	32.8
sendeth	22.1
sending	53.9
sends	51.5
seneca	42.8
seneca's	25.1
senecas	34.5
senecio	11.5
senefelder	11.5
senefelder's	11.5
seneferu's	25.1
senegal	38.1
senegalensis	22.1
senegalese	29.3
senescence	18.1
senescent	22.1
seneschal	22.1
senex	25.1
seney	31.6
sengstacke	20.8
senhor	22.1
senhora	22.1
senhorita	25.1
senile	37.9
senility	32.8
senior	50.8
senior-looking	22.1
seniority	41.4
seniors	43.2
seniors'	22.1
senka	22.1
senlac	22.1
sennacherib	22.1
sennit	29.3
sennnnnecaaaaa	22.1
senoi	30.3
senor	44.5
senora	40.4
senores	22.1
senorita	26.9
senoritas	22.1
senors	26.9
sens	22.1
sensate	27.8
sensation	49.7
sensation-seekers	22.1
sensational	42.7
sensationalism	35.2
sensationalized	20.8
sensationally	22.1
sensations	45.3
sense	61.6
sensed	48.6
sensei	29.7
senseless	42.2
senselessly	27.4
senselessness	22.1
senses	54.8
sensibilities	34.7
sensibility	38.4
sensible	49.6
sensible-heat	20.8
sensibly	41.7
sensing	44.4
sensitive	52.9
sensitively	30.6
sensitiveness	26.9
sensitivities	28.5
sensitivity	47
sensitization	18.1
sensitize	11.5
sensitized	38.2
sensitizing	25.3
sensor	34.2
sensori-motor	20.8
sensorily	20.8
sensorimotor	30.3
sensors	40.8
sensory	48.9
sensory-perceptual	13.2
sensual	36.2
sensualities	22.1
sensuality	27.4
sensuous	35.4
sensuously	26.9
sensuousness	20.8
sent	62.5
sentence	61.4
sentence-building	22.1
sentence-end	22
sentence-making	22.1
sentenced	44.2
sentences	59.4
sentencing	34.9
sententious	29.3
sententiously	22.1
sentience	22.1
sentient	30.3
sentiment	45.2
sentimental	41.8
sentimental-patriotic	20.8
sentimentalism	27.4
sentimentalist	27.4
sentimentalists	20.8
sentimentality	35.2
sentimentalize	20.8
sentimentally	31.1
sentiments	42.8
sentinel	40.4
sentinels	36.5
sentir	22.1
sentire	22.1
sentries	39.6
sentry	41.6
seo	28.8
seoul	34.2
seow	37.1
seow's	25.1
sep	25.1
sepa	29.1
sepak	20.8
sepals	37.5
separable	31.4
separate	59.6
separate-but-equal	25.4
separated	56.1
separately	50.2
separateness	33.2
separates	48.9
separating	48.7
separation	51.5
separations	34.4
separatism	32.7
separatist	35.3
separatists	38.4
separator	34.5
separator-regulator	11.5
separators	31.7
separatory	18.1
separete	22.1
sepent	20.8
sephardic	29.3
sephardim	23.8
sephora	22.1
sephora's	22.1
sepik	27.7
sepoy	33.2
sepoys	33.2
sepp	22.1
sepp's	25.1
sepphoris	22.1
seppi	22.1
seppuku	20.8
sepsis	13.2
sept	22.1
septa	26.8
septal	29.1
september	54.1
septic	38.4
septicaemia	22.1
septicemia	16.2
septicemic	20.8
septicous	22.1
septimius	20.8
septimus	25.1
septum	35
sepulcher	29.3
sepulchers	22.1
sepulchral	22.1
sepulchre	29.9
sepulcral	22.1
sepunius	22.1
seqenenre	25.1
sequal	22.1
sequani	25.1
sequel	36.6
sequence	52.9
sequence-generating	18.1
sequence-related	20.8
sequenced	30.1
sequences	43
sequencing	38
sequency	25.1
sequens	22.1
sequential	42.4
sequential-access	16.5
sequentially	32.4
sequentially-ordered	13.5
sequester	22.1
sequestered	33
sequestering	22.1
sequestration	22.1
sequin-sheathed	22.1
sequined	27.7
sequins	31.4
sequitur	22.1
sequoia	40.4
sequoiadendron	21.1
sequoias	35.9
sequoya	37
sequoya's	27.4
sequoyah	38.6
sequoyah's	30.4
ser	29.7
sera	29.3
seracs	22.1
serafimov	22.1
serapes	30.4
serapeum	22.1
seraphim	22.1
seraphin	22.1
seraphina	25.1
seraphinel	22.1
seraphs	22.1
serapina	31.1
serapis	25.1
serb	20.8
serbia	39
serbia's	26.8
serbian	34.9
serbians	29.7
serbin	25.5
serbos	22.1
serbs	32.5
serch	20.8
sercombe	25.1
sere	27.7
sered	22.1
seregated	20.8
serena	41
serena's	31.2
serenade	30.3
serenaded	29.3
serenades	3.5
serenading	29.3
serendipity	34.4
serene	43
serenely	35.4
serenetatis	22.1
serengeti	36.7
serenio	22.1
serenitatis	18.1
serenity	43.3
sereno	22.1
sereny	22.1
serere	22.1
serere's	22.1
seres	22.1
serf	36.9
serf's	20.8
serf-like	22.1
serfdom	36.7
serfs	45.2
serfs'	23.8
serge	37.7
sergeant	49.2
sergeant's	30.6
sergeant-at-arms	22.1
sergeant-major	31.7
sergeants	34.3
sergei	22.2
serges	22.1
sergey	34.7
sergeyevna	31.2
sergio	32.9
sergius	26.9
serial	40.3
serialized	30.4
serials	22.1
serica	22.1
series	58.6
series'	25.1
series-parallel	18.5
serif	11.5
serifs	20.6
serine	18.1
serio-comic	22.1
serios	22.1
serious	59.3
serious-faced	22.1
serious-looking	29.1
serious-minded	27.7
seriously	53.6
seriousness	44.4
seriphos	25.1
seriphus	30.6
serir	22.1
serkin	22.1
serlio	3.5
sermon	44.2
sermons	42.4
serology	28
serosal	18.1
serotonin	27.4
serous	26.8
serowe	20.8
serpens	25.1
serpent	45.2
serpent's	31.7
serpent-like	22.1
serpentina	22.1
serpentine	32.5
serpents	41.2
serpico	41.3
serpico's	30.3
serpint	22.1
serra	38.4
serra's	20.8
serrano	31.5
serrate	22.1
serrated	31.7
serrating	11.5
serrations	11.5
serratus	21.1
serravalle	22.1
serried	22.1
serry	26.9
sertorius	22.1
serum	40.2
serums	31.4
servant	50.5
servant's	30.3
servant-girl	22.1
servant-maid	22.1
servant-maids	22.1
servant-staffed	13.2
servant-work	22.1
servantes	20.8
servants	52.4
servants'	33.3
serve	57.9
served	56.7
servent	22.1
serventy	22.1
server	19.3
server's	13.2
servers	31.6
serves	53.1
servia	20.8
service	61
service's	27.4
service-connected	20.8
service-entrance	14.5
service-industry	20.8
service-oriented	27.5
service-station	22.1
serviceability	9.3
serviceable	38.7
serviceableness	25.1
serviceberries	25.1
serviced	35.5
serviceman	35.3
servicemen	36.6
servicemen's	27.8
services	60.1
servicewomen	20.8
servicing	40
serviette	25.1
serviettes	29.3
servile	35.4
serviles	13.2
servility	33.5
servin'	22.1
serving	52
serving-maid	22.1
serving-man	22.1
serving-men's	22.1
serving-women	22.1
servingmen	22.1
servings	42.6
servir	22.1
servite	22.1
servitor	22.1
servitude	38.7
servo	25.7
servomechanism	11.5
seryozha	22.1
seryozha's	22.1
ses	25.1
sesal	20.8
sesame	35.8
sese	23.8
sesostris	22.1
sesqui	28.1
sesquicentennial	29.3
sesquipedalian	29.1
sessile	29.7
session	49
sessions	47.8
sesterces	32.4
set	66.3
set-apart	22.1
set-design	22.1
set-gun	22.1
set-in	14.1
set-to	22.1
set-up	33.9
setae	25.1
setauket	20.8
setback	37.3
setbacks	38.8
setch	22.1
seth	45.8
seth's	31
sethby	22.1
seti	29.9
setigera	22.1
setkya	25.1
setma's	22.1
seto	27.8
seto's	23.8
setoffs	18.3
seton	30.4
sets	55.6
sets-in-use	3.5
setscrew	19.3
setscrews	17.6
setsu	31.7
setsuko	25.5
sette	20.8
sette's	20.8
settee	34.2
settees	25.1
setter	39.6
setter's	25.1
setterdom	22.1
setters	35.7
settin'	32.9
setting	57.9
setting-up	20.8
settings	48.2
settle	55.5
settled	58.7
settled-looking	22.1
settlement	53
settlement-house	20.8
settlementhouse	20.8
settlements	51.1
settler	40.6
settler's	23.8
settlers	56.8
settlers'	36
settles	44.8
settling	50.9
settling-day	20.8
settlings	11.5
settly	22.1
setubal	12.4
setup	43.2
setups	31.1
setzer	22.1
seurat	35
seuss	28.1
seuss's	25.1
seutonius	25.1
seve	22.1
sevek	29.9
sevek's	22.1
seven	60.3
seven-and-one-half	20.8
seven-barrelled	22.1
seven-block	22.1
seven-branch	22.1
seven-day	32
seven-day-king	22.1
seven-day-old	22.1
seven-eighths	20.8
seven-fifty	22.1
seven-fold	22.1
seven-foot	34.6
seven-foot-high	22.1
seven-foot-long	22.1
seven-foot-tall	27.4
seven-game	22.1
seven-gill	22.1
seven-hour	25.1
seven-hundred-fathom	22.1
seven-hundred-year-old	22.1
seven-in-one	22.1
seven-inch	22.1
seven-inch-long	27.7
seven-layer	22.1
seven-league	29.3
seven-man	23.8
seven-member	20.8
seven-mile	22.1
seven-millimeter	22.1
seven-minute	20.8
seven-month	22.1
seven-month-old	20.8
seven-o'clock	22.1
seven-or-eight-month-olds	20.8
seven-passenger	22.1
seven-point	22.1
seven-pound	22.1
seven-pronged	22.1
seven-sided	11.5
seven-step	22.1
seven-story	30.3
seven-tenths	25.1
seven-thirty	35.9
seven-up	26.9
seven-volume	20.8
seven-year	34.1
seven-year-old	38
seven-year-olds	33.4
seven-years-dead	22.1
sevenday	25.1
sevenfold	22.1
sevenoaks	22.1
sevenpence	22.1
sevenpence-halfpenny	25.1
sevenpence-halfpenny's	22.1
sevens	24.2
seventeen	51.2
seventeen-inch	22.1
seventeen-mile	22.1
seventeen-note	3.5
seventeen-year-old	38.8
seventeenth	49.7
seventeenth-century	39.5
seventeenth-century-holla*	20.8
seventh	47.9
seventh-century	22.1
seventh-day	23.8
seventh-grade	37.9
seventh-grade-class	22.1
seventh-grader	22.1
seventh-graders	28.1
seventh-inning	27.7
seventh-story	22.1
seventies	40.4
seventieth	22.1
seventy	49.2
seventy-bunk	20.8
seventy-eight	36.3
seventy-eighth	22.1
seventy-eights	22.1
seventy-fifth	9.3
seventy-five	45.7
seventy-five-cents	22.1
seventy-five-year-old	27.4
seventy-four	37.2
seventy-nine	34.6
seventy-nine-year-old	20.8
seventy-odd	29.1
seventy-one	37.5
seventy-pound	22.1
seventy-second	25.1
seventy-seven	27.4
seventy-six	35.7
seventy-sixth	27.7
seventy-story	22.1
seventy-three	36.2
seventy-two	41.9
seventy-two-hour	25.3
seventy-two-year-old	20.8
sever	34.1
several	65.7
several-thousand-strong	22.1
several-ton	22.1
severall	25.5
severaly	22.1
severan	20.8
severance	30.3
severe	54
severe-faced	22.1
severed	41.3
severely	50.6
severer	22.1
severest	32.3
severing	28.8
severini	22.1
severini's	22.1
severities	22.1
severity	44.1
severly	25.3
severn	29.3
severo	22.1
severs	12.4
severus	30.4
severus'	20.8
sevier	22.1
sevillano	36.9
seville	39.1
sevres	34.1
sew	46.9
sewage	48.9
sewage-disposal	32.9
sewage-polluted	18.1
sewage-treatment	30.3
sewagecontaminated	18.1
sewall	33.2
sewanee	22.1
seward	39.2
seward's	34
sewed	46.3
sewell	33.3
sewells	25.1
sewer	42.4
sewerage	28.6
sewers	45.3
sewing	51.6
sewing-lessons	22.1
sewing-machine	32.1
sewinsheen	22.1
sewn	43.9
sews	33.6
sex	55.8
sex-based	20.8
sex-biased	20.8
sex-change	25.3
sex-conscious	22.1
sex-discrimination	9.3
sex-hormone	25.1
sex-identity	20.8
sex-influenced	21.1
sex-linked	31.6
sex-negative	13.2
sex-organ	20.8
sex-related	23.8
sex-role	39.7
sex-role-related	18.1
sex-segregated	13.5
sex-stereotyped	22.1
sex-typed	30.8
sex-typing	20.8
sexagenarians	22.1
sexagesimal	22.9
sexe	26.7
sexes	45.9
sexier	22.1
sexiest	20.8
sexiness	24.2
sexism	32.6
sexist	35.6
sexists	20.8
sexology	13.2
sexta	22.1
sextant	37
sextants	18.1
sextet	31.7
sextillion	20.8
sexton	34.4
sexual	54.1
sexuality	42.7
sexually	45.8
sexy	36.6
seymour	44.2
seymour's	22.1
seyss-inquart	22.1
sez	25.1
sf4	24.2
sf6	22.9
sfc	25.1
sforza	34.3
sgraffito	22.1
sh	39.7
sh-h	31.1
sh-h-h	26.9
sh-h-h-h	22.1
sh-sh	25.1
sh-sh-sh	22.1
sh-shaking	22.1
sha'n't	25.1
shaba	26.8
shabash	25.1
shabbat	34.4
shabbier	29.3
shabbily	32.3
shabbily-dressed	22.1
shabbiness	33.7
shabbos	27.4
shabby	45.4
shabby's	22.1
shabby-looking	22.1
shabriri	22.1
shack	46.4
shack's	22.1
shackamaxon	25.1
shackatory	22.1
shacked	22.1
shackelford	25.1
shackle	25.1
shacklebolt	22.1
shackled	33.5
shacklemate	22.1
shackles	35.5
shackleton	34.2
shackleton's	28.1
shackling	22.1
shacks	42.8
shackup	25.1
shad	39
shad's	22.1
shadai	22.1
shadbush	25.1
shade	54.4
shade-dwelling	18.1
shade-giving	22.1
shade-preserved	22.1
shade-tolerant	18.1
shaded	46.8
shadeless	18.1
shades	48.1
shadier	27.7
shadiest	22.1
shading	40.2
shadings	27.7
shadow	56.3
shadow's	32.5
shadow-mass	22.1
shadowboxing	22.1
shadowed	41.4
shadowfax	29.9
shadowing	33.9
shadowland	22.1
shadowless	22.1
shadows	54.3
shadows'	25.1
shadowy	45.9
shadrach	31.1
shadrach's	25.1
shadrack	26.9
shads	26.9
shaduf	22.1
shadufs	25.1
shadwell	28.6
shadwick	22.1
shadwick's	22.1
shady	46.3
shafar	25.1
shafer	23.8
shaffer	25.1
shaft	48.1
shaft-horse-power	22.1
shafted	29.3
shafter	25.1
shaftesbury	28.8
shafts	46.1
shag	39
shag's	31.7
shagbark	22.1
shaggier	22.1
shaggy	47.4
shaggy-coated	22.1
shaggy-haired	30.4
shaggy-headed	22.1
shaggy-looking	22.1
shagrat	25.1
shagrat's	22.1
shagreen	22.1
shah	39.4
shah's	25.5
shahiyena	22.1
shahran	26.9
shahs	23.8
shaindel	22.1
shaindel's	22.1
shakamaxon	26.8
shake	54
shake-out	20.8
shake-up	27.4
shakedown	30.4
shaken	48.3
shaken-up	18.1
shakepearean	20.8
shaker	40.1
shakers	33.3
shakes	46.6
shakespeaere	22.1
shakespear	26.9
shakespear's	25.1
shakespeare	47.1
shakespeare's	43.2
shakespearean	36.2
shakespeares	22.1
shakespeares'	22.1
shakesphere	29.9
shakesphere's	22.1
shakeup	20.8
shakhovskaya	22.1
shakhty	26.9
shakily	36.4
shakin'	29.3
shakiness	28.8
shaking	53.9
shako	22.1
shakoes	22.1
shaky	44.1
shakyas	20.8
shalako	30.6
shale	45
shaled	22.1
shaler	20.8
shales	33.8
shalim	22.1
shalisha	22.1
shall	62.3
shallop	34.4
shallops	29.3
shallot	9.3
shallow	53.4
shallow-dug	22.1
shallow-minded	27.7
shallow-pate	22.1
shallow-rooted	22.1
shallow-water	33.7
shallowed	25.1
shallower	36.3
shallowest	29.3
shallowly	25.1
shallowness	31.6
shallows	40.7
shallufa	22.1
shalom	32.5
shalt	42.6
shalts	20.8
sham	41.8
sham's	37.4
shaman	39.3
shaman's	31.6
shamanism	22.1
shamans	33.4
shamanship	20.8
shamba	28.6
shamble	25.1
shambled	34.1
shambles	36.6
shambling	35.1
shame	49.6
shame-faced	22.1
shame-to-throw-out	22.1
shamed	35.8
shamefaced	34.7
shamefacedly	31.6
shameful	39.8
shamefully	29.3
shameless	35.4
shamelessly	34.8
shamelessness	26.9
shames	22.1
shami	28.6
shami-adad	13.5
shamin'	22.1
shaming	29.3
shammai	22.1
shammed	20.8
shammes	22.1
shamming	22.1
shampoo	44.1
shampooed	32.8
shampooing	33.2
shampooings	11.5
shampoos	39.8
shamrock	26.9
shamrocks	22.1
shams	27.7
shamseddin	22.1
shamud	28.1
shamus	22.1
shan	38.5
shan's	23.8
shan't	40.8
shana	29.1
shana's	22.1
shanachie	22.1
shandaken	22.1
shandy	29.1
shane	42.7
shane's	30.3
shanewis	20.8
shang	38.2
shanghai	39.3
shanghainese	22.1
shangri-la	30.4
shangs	20.8
shangtu	25.1
shanhaikuan	22.1
shanidar	18.1
shank	38.9
shankbone	22.1
shanker	25.5
shankless	9.3
shankman	22.1
shanks	38
shannon	32.9
shannon's	22.1
shansi	30.4
shanties	37.4
shantung	26.8
shanty	39.8
shanty-dwellers	20.8
shanty-town	25.1
shanty-towns	22.1
shantytown	23.8
shantytowns	26.8
shao	18
shao-ch'i	25.5
shao-tang	22.1
shaoqi	20.8
shape	60.6
shape-size	3.5
shaped	55.3
shapeless	41
shapely	33.3
shaper	31.5
shapers	26.3
shapes	54.9
shaping	47.9
shapings	29.3
shapiro	33.5
shapiro's	29.3
shapley	31.4
shapley's	25.1
shar	26.8
shard	22.1
shards	30.4
share	59.4
share'll	22.1
sharecrop	20.8
sharecropers	22.1
sharecropper	32.8
sharecropper's	28.8
sharecroppers	36.4
sharecropping	29.8
shared	54.9
shareholder	39
shareholders	39.5
shareholders'	22.1
sharer	32.9
sharers	22.1
shares	50.9
shari	25.1
sharing	52.3
shark	50.4
shark's	38.7
shark's-fin	22.1
shark-filled	22.1
shark-fishing	22.1
shark-infested	20.8
sharkish	22.1
sharklike	31
sharkline	22.1
sharkproof	22.1
sharks	50.8
sharks'	30.4
sharkskin	29.3
sharley	22.1
sharm	22.1
sharmat	22.1
sharon	45.6
sharon's	32.5
sharonville	22.1
sharp	58.8
sharp's	22.1
sharp-clawed	22.1
sharp-edged	36.9
sharp-eyed	22.1
sharp-featured	22.1
sharp-looking	26.9
sharp-needled	22.1
sharp-nosed	22.1
sharp-pointed	37.4
sharp-shinned	22.1
sharp-toned	22.1
sharp-tongued	26.9
sharp-v	11.5
sharp-walled	22.1
sharpe	16.3
sharpe's	22.1
sharpen	44.7
sharpened	46
sharpener	38.6
sharpeners	28.3
sharpening	40.9
sharpening-stone	22.1
sharpens	32.4
sharper	45.3
sharpers	22.1
sharpest	36.7
sharpish	22.1
sharply	54.1
sharpness	37.5
sharps	26
sharps'	25.1
sharpsburg	26.8
sharpshooter	29.3
sharpshooters	30.3
sharpshooting	20.8
sharpwitted	22.1
sharra	31.7
sharrar	28.1
sharrar's	22.1
shasta	34.2
shaston	26.9
shastri	20.8
shatrughna	22.1
shatter	40.4
shatter-proof	22.1
shattered	48.3
shattering	40.6
shatteringly	22.1
shatterment	25.1
shatterproof	24.7
shatters	33
shaughnessy	25.1
shave	43.3
shaved	43.8
shaved-up	22.1
shaveling	22.1
shaven	37.9
shaver	28.2
shaver's	21.1
shaves	33.7
shaving	43.9
shavings	40.9
shavuot	31.1
shaw	45
shaw's	32.3
shaw-walker	16.5
shawangunk	27.4
shawanose	22.1
shawdowy	22.1
shawl	45.3
shawled	22.1
shawls	39
shawn	39.3
shawnee	37.1
shawnee-peoria	22.1
shawnees	33.4
shawnigan	22.1
shaws	36.7
shaws'	22.1
shay	35.1
shay's	30.3
shaynkeit	25.1
shays	31.8
shays'	26.9
shays's	23.8
shaysites	20.8
shcherbatsky	25.1
shcherbatskys'	22.1
she	75
she'd	54.2
she'd've	22.1
she'da	22.1
she'll	50.1
she's	56.5
she've	22.1
she-bear	30.6
she-camel	22.1
she-camels	22.1
she-cat	22.1
she-coyote	26.9
she-dragon	25.1
she-rhino	22.1
she-weasels	22.1
she-who-is-alone	30.6
she-wolf	36.9
shea	25.1
sheaf	37.3
shear	34.8
sheared	39.8
shearer	32.3
shearers	29.3
shearers'	22.1
shearing	41.1
shearings	22.1
shearith	20.8
shears	43.6
sheath	42.5
sheath-knife	27.7
sheathe	22.1
sheathed	36.8
sheathing	31.7
sheathing-grade	11.5
sheaths	35.8
sheave	25.5
sheaves	36.7
sheba	38.5
sheba's	26.9
shebang	25.1
shebani	26.9
sheboygan	22.1
shechemites	22.1
shecker	31.2
shed	52.9
shed's	22.1
shed-type	11.5
shedding	40.4
sheddings	22.1
sheds	45.8
shedule	27.7
shee	22.1
sheehan	22.1
sheehy	28.9
sheen	41.3
sheensheng	22.1
sheeny	22.1
sheep	57.9
sheep's	41.3
sheep-bells	27.7
sheep-bridge	22.1
sheep-dog	28.1
sheep-farmers	22.1
sheep-farming	22.1
sheep-grazing	23.8
sheep-killing	22.1
sheep-pens	22.1
sheep-pig	22.1
sheep-predator	18.1
sheep-raising	30
sheep-shanks	22.1
sheep-tending	22.1
sheepbreeding	20.8
sheepdog	31.6
sheepdogs	22.1
sheepfold	30.3
sheepherder	22.1
sheepherders	34.7
sheepherding	25.1
sheepish	35.3
sheepishly	38
sheepishness	22.1
sheepman	29.3
sheepmen	25.1
sheepmen's	25.1
sheeprun	22.1
sheepscott	22.1
sheepskin	40.6
sheepskin-collared	22.1
sheepskins	32.9
sheer	49.6
sheered	25.1
sheerest	22.1
sheerin	25.1
sheering	22.1
sheers	24.2
sheesh	26.9
sheet	57.6
sheet's	25.3
sheet-iron	25.1
sheet-metal	29.9
sheeted	30.3
sheeting	32.2
sheetlike	18.1
sheetmetal	11.5
sheetrock	28.1
sheets	54.8
sheffield	37.3
sheffield's	25.1
sheidulla	31.1
sheik	38.1
sheikdoms	20.8
sheikh	34.9
sheikh's	25.1
sheikhdom	22.1
sheikhs	23.8
sheiks	30.4
sheil	22.1
sheila	43.4
sheila's	25.1
sheilah	35.3
sheilah's	22.1
sheild	11.5
sheils	20.8
shein	22.1
sheing	22.1
shel	26.9
shel-don	22.1
shelbourne	22.1
shelby	40
shelby's	32.4
shelbyville	22.1
shelden	22.1
sheldon	39.9
sheldon's	22.1
sheldons	22.1
shelepin	22.1
shelf	53.5
shelf-filing	13.5
shelf-like	25.4
shelf-lined	22.1
shelfful	22.1
shelflike	22.1
shelfs	20.8
shell	55.6
shell-attached	22.1
shell-bark	22.1
shell-bearers	22.1
shell-box	29.1
shell-building	22.1
shell-expectant	22.1
shell-firing	22.1
shell-fish	22.1
shell-frail	22.1
shell-lac	21.1
shell-less	26.9
shell-like	34.1
shell-rimmed	22.1
shell-sand	22.1
shell-shaped	22.1
shell-shocked	25.1
shellac	38.2
shellac-soaked	18.1
shellacked	18.1
shellacs	22.1
shellback	22.1
shellbacks	22.1
shelled	41.8
sheller	22.1
shelley	41.9
shelley's	28.1
shelleyan	22.1
shelleys	22.1
shellfish	46.3
shellhaas	20.8
